defined_class	label	human_label	parent	location	location_label	xrefs	fma_xref	taxon	synonym	synonym_xrefs
VCCF:1000542	proper palmar digital artery	proper palmar digital artery (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:70804	http://purl.obolibrary.org/obo/NCBITaxon_9606	set of proper palmar digital arteries	FMA:70804
VCCF:1000543	first common palmar digital artery	first common palmar digital artery (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Common_palmar_digital_arteries	FMA:22854	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000544	lateral proper palmar digital artery of third digit of hand	lateral proper palmar digital artery of third digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:22857	http://purl.obolibrary.org/obo/NCBITaxon_9606	lateral proper palmar digital artery of middle finger	FMA:22857
VCCF:1000545	dorsal branch of lateral proper palmar digital artery of third digit of hand	dorsal branch of lateral proper palmar digital artery of third digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000546	medial proper palmar digital artery of second digit of hand	medial proper palmar digital artery of second digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:23047	http://purl.obolibrary.org/obo/NCBITaxon_9606	medial proper palmar digital artery of index finger	FMA:23047
VCCF:1000547	dorsal branch of medial proper palmar digital artery of second digit of hand	dorsal branch of medial proper palmar digital artery of second digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000548	medial proper palmar digital artery of fifth digit of hand	medial proper palmar digital artery of fifth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:85108	http://purl.obolibrary.org/obo/NCBITaxon_9606	fourth common palmar digital artery	FMA:85108
VCCF:1000549	cutaneous branch of medial proper palmar digital artery of fifth digit of hand	cutaneous branch of medial proper palmar digital artery of fifth digit of hand (Human)	UBERON:0001637	UBERON:0002097	skin of body	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000550	cutaneous arteriole	cutaneous arteriole (Human)	UBERON:0001980	UBERON:0002097	skin of body	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000551	subpapillary plexus	subpapillary plexus (Human)	UBERON:0001982	UBERON:0002097	skin of body	wikipedia:Proper_palmar_digital_arteries	FMA:280962	http://purl.obolibrary.org/obo/NCBITaxon_9606	capillary network of skin	FMA:280962
VCCF:1000552	branch of subpapillary plexus	branch of subpapillary plexus (Human)	UBERON:0001982	UBERON:0002097	skin of body	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000553	dorsal branch of medial proper palmar digital artery of fifth digit of hand	dorsal branch of medial proper palmar digital artery of fifth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000554	second common palmar digital artery	second common palmar digital artery (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Common_palmar_digital_arteries	FMA:22855	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000555	lateral proper palmar digital artery of fourth digit of hand	lateral proper palmar digital artery of fourth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:85114	http://purl.obolibrary.org/obo/NCBITaxon_9606	lateral proper palmar digital artery of ring finger	FMA:85114
VCCF:1000556	dorsal branch of lateral proper palmar digital artery of fourth digit of hand	dorsal branch of lateral proper palmar digital artery of fourth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000557	medial proper palmar digital artery of third digit of hand	medial proper palmar digital artery of third digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:85111	http://purl.obolibrary.org/obo/NCBITaxon_9606	medial proper palmar digital artery of middle finger	FMA:85111
VCCF:1000558	dorsal branch of medial proper palmar digital artery of third digit of hand	dorsal branch of medial proper palmar digital artery of third digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000559	third common palmar digital artery	third common palmar digital artery (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Common_palmar_digital_arteries	FMA:85107	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000560	lateral proper palmar digital artery of fifth digit of hand	lateral proper palmar digital artery of fifth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:23048	http://purl.obolibrary.org/obo/NCBITaxon_9606	lateral proper palmar digital artery of little finger	FMA:23048
VCCF:1000561	dorsal branch of lateral proper palmar digital artery of fifth digit of hand	dorsal branch of lateral proper palmar digital artery of fifth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000562	medial proper palmar digital artery of fourth digit of hand	medial proper palmar digital artery of fourth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries	FMA:23046	http://purl.obolibrary.org/obo/NCBITaxon_9606	medial proper palmar digital artery of ring finger	FMA:23046
VCCF:1000563	dorsal branch of medial proper palmar digital artery of fourth digit of hand	dorsal branch of medial proper palmar digital artery of fourth digit of hand (Human)	UBERON:0001637	UBERON:0002398	hand	wikipedia:Proper_palmar_digital_arteries		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000564	lateral thoracic artery	lateral thoracic artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Lateral_thoracic_artery	FMA:22674	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000565	posterior humeral circumflex artery	posterior humeral circumflex artery (Human)	UBERON:0001637	UBERON:0001460	arm	wikipedia:Posterior_humeral_circumflex_artery	FMA:22684	http://purl.obolibrary.org/obo/NCBITaxon_9606	posterior circumflex humeral artery	FMA:22684
VCCF:1000566	subscapular artery	subscapular artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Subscapular_artery	FMA:22677	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000567	circumflex scapular artery	circumflex scapular artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Circumflex_scapular_artery	FMA:23179	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000568	thoracodorsal artery	thoracodorsal artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Thoracodorsal_artery	FMA:66320	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000569	superior thoracic artery	superior thoracic artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Superior_thoracic_artery	FMA:22668	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000570	thoracoacromial artery	thoracoacromial artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Thoracoacromial_artery	FMA:22671	http://purl.obolibrary.org/obo/NCBITaxon_9606	thoraco-acromial artery	FMA:22671
VCCF:1000571	acromial branch of thoracoacromial artery	acromial branch of thoracoacromial artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	https://www.kenhub.com/en/library/anatomy/thoracoacromial-artery	FMA:23065	http://purl.obolibrary.org/obo/NCBITaxon_9606	acromial branch of thoraco-acromial artery	FMA:23065
VCCF:1000572	clavicular branch of thoracoacromial artery	clavicular branch of thoracoacromial artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	https://www.kenhub.com/en/library/anatomy/thoracoacromial-artery	FMA:23066	http://purl.obolibrary.org/obo/NCBITaxon_9606	clavicular branch of thoraco-acromial artery	FMA:23066
VCCF:1000573	deltoid branch of thoracoacromial artery	deltoid branch of thoracoacromial artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	https://www.kenhub.com/en/library/anatomy/thoracoacromial-artery	FMA:23067	http://purl.obolibrary.org/obo/NCBITaxon_9606	deltoid branch of thoraco-acromial artery	FMA:23067
VCCF:1000574	pectoral branch of thoracoacromial artery	pectoral branch of thoracoacromial artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	https://www.kenhub.com/en/library/anatomy/thoracoacromial-artery	FMA:23062	http://purl.obolibrary.org/obo/NCBITaxon_9606	pectoral branch of thoraco-acromial artery	FMA:23062
VCCF:1000575	costocervical trunk	costocervical trunk (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Costocervical_trunk	FMA:10636	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000576	deep cervical artery	deep cervical artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Deep_cervical_artery	FMA:10659	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000577	supreme intercostal artery	supreme intercostal artery (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	wikipedia:Intercostal_arteries	FMA:76998	http://purl.obolibrary.org/obo/NCBITaxon_9606	superior intercostal artery	FMA:76998
VCCF:1000578	posterior intercostal artery 1	posterior intercostal artery 1 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	wikipedia:Intercostal_arteries	FMA:66241	http://purl.obolibrary.org/obo/NCBITaxon_9606	first posterior intercostal artery	FMA:66241
VCCF:1000579	posterior intercostal artery 2	posterior intercostal artery 2 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	wikipedia:Intercostal_arteries	FMA:3994	http://purl.obolibrary.org/obo/NCBITaxon_9606	second posterior intercostal artery	FMA:3994
VCCF:1000580	dorsal scapular artery	dorsal scapular artery (Human)	UBERON:0001637	UBERON:0001467	shoulder	wikipedia:Subclavian_artery	FMA:79658	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000581	internal thoracic artery	internal thoracic artery (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	wikipedia:Internal_thoracic_artery	FMA:3960	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000582	anterior intercostal artery	anterior intercostal artery (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10641	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000583	anterior intercostal artery 1	anterior intercostal artery 1 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10652	http://purl.obolibrary.org/obo/NCBITaxon_9606	first anterior intercostal artery	FMA:10652
VCCF:1000584	anterior intercostal artery 2	anterior intercostal artery 2 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10653	http://purl.obolibrary.org/obo/NCBITaxon_9606	second anterior intercostal artery	FMA:10653
VCCF:1000585	anterior intercostal artery 3	anterior intercostal artery 3 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10654	http://purl.obolibrary.org/obo/NCBITaxon_9606	third anterior intercostal artery	FMA:10654
VCCF:1000586	anterior intercostal artery 4	anterior intercostal artery 4 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10655	http://purl.obolibrary.org/obo/NCBITaxon_9606	fourth anterior intercostal artery	FMA:10655
VCCF:1000587	anterior intercostal artery 5	anterior intercostal artery 5 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10656	http://purl.obolibrary.org/obo/NCBITaxon_9606	fifth anterior intercostal artery	FMA:10656
VCCF:1000588	anterior intercostal artery 6	anterior intercostal artery 6 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10657	http://purl.obolibrary.org/obo/NCBITaxon_9606	sixth anterior intercostal artery	FMA:10657
VCCF:1000589	musculophrenic artery	musculophrenic artery (Human)	UBERON:0001637	UBERON:0003697	abdominal wall	https://radiopaedia.org/articles/musculophrenic-artery	FMA:10645	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000590	anterior intercostal artery 7	anterior intercostal artery 7 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10649	http://purl.obolibrary.org/obo/NCBITaxon_9606	seventh anterior intercostal artery	FMA:10649
VCCF:1000591	anterior intercostal artery 8	anterior intercostal artery 8 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10650	http://purl.obolibrary.org/obo/NCBITaxon_9606	eighth anterior intercostal artery	FMA:10650
VCCF:1000592	anterior intercostal artery 9	anterior intercostal artery 9 (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/anterior-intercostal-arteries	FMA:10651	http://purl.obolibrary.org/obo/NCBITaxon_9606	ninth anterior intercostal artery	FMA:10651
VCCF:1000593	percardiacophrenic artery	percardiacophrenic artery (Human)	UBERON:0001637	UBERON:0001103	diaphragm	wikipedia:Pericardiacophrenic_artery	FMA:3964	http://purl.obolibrary.org/obo/NCBITaxon_9606	pericardiacophrenic artery	FMA:3964
VCCF:1000594	perforating branch of internal thoracic artery	perforating branch of internal thoracic artery (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	https://radiopaedia.org/articles/perforating-branches-of-internal-thoracic-artery	FMA:70370	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000595	medial mammary branch of perforating branch of internal thoracic artery	medial mammary branch of perforating branch of internal thoracic artery (Human)	UBERON:0001637	UBERON:0016403	thoracic wall	wikipedia:Perforating_branches_of_internal_thoracic_artery	FMA:10648	http://purl.obolibrary.org/obo/NCBITaxon_9606	mammary branch of internal thoracic artery	FMA:10648
VCCF:1000596	superior epigastric artery	superior epigastric artery (Human)	UBERON:0001637	UBERON:0003697	abdominal wall	wikipedia:Superior_epigastric_artery	FMA:10646	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000597	thymic artery	thymic artery (Human)	UBERON:0001637	UBERON:0002370	thymus	wikipedia:Thymic_branches_of_internal_thoracic_artery	FMA:10647	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000598	thymic arteriole	thymic arteriole (Human)	UBERON:0001980	UBERON:0002370	thymus	wikipedia:Thymic_branches_of_internal_thoracic_artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000599	thymic capillary	thymic capillary (Human)	UBERON:0001982	UBERON:0002370	thymus	wikipedia:Thymic_branches_of_internal_thoracic_artery	FMA:280943	http://purl.obolibrary.org/obo/NCBITaxon_9606	capillary network of thymus	FMA:280943
VCCF:1000600	thyrocervical trunk	thyrocervical trunk (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Thyrocervical_trunk	FMA:3990	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000601	inferior thyroid artery	inferior thyroid artery (Human)	UBERON:0001637	UBERON:0002046	thyroid gland	wikipedia:Inferior_thyroid_artery	FMA:10662	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000602	ascending cervical artery	ascending cervical artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Inferior_thyroid_artery	FMA:52489	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000603	anterior radicular artery	anterior radicular artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	FMA:4183	http://purl.obolibrary.org/obo/NCBITaxon_9606	anterior radicular branch of posterior intercostal artery	FMA:4183
VCCF:1000604	anterior segmental medullary artery	anterior segmental medullary artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000605	artery of Adamkiewicz	artery of Adamkiewicz (Human)	UBERON:0001637	UBERON:0002240	spinal cord	wikipedia:Artery_of_Adamkiewicz	FMA:4183	http://purl.obolibrary.org/obo/NCBITaxon_9606	anterior radicular branch of posterior intercostal artery	FMA:4183
VCCF:1000606	posterior radicular artery	posterior radicular artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/	FMA:4184	http://purl.obolibrary.org/obo/NCBITaxon_9606	posterior radicular branch of posterior intercostal artery	FMA:4184
VCCF:1000607	posterior segmental medullary artery	posterior segmental medullary artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	https://anatomyzone.com/neuroanatomy/spinal-cord/blood-supply-to-the-spinal-cord/		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000608	inferior laryngeal artery	inferior laryngeal artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Inferior_thyroid_artery	FMA:52492	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000609	pharyngeal branches of inferior thyroid artery	pharyngeal branches of inferior thyroid artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Inferior_thyroid_artery	FMA:71523	http://purl.obolibrary.org/obo/NCBITaxon_9606	set of pharyngeal branches of inferior thyroid artery	FMA:71523
VCCF:1000610	tracheal branches of inferior thyroid artery	tracheal branches of inferior thyroid artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Inferior_thyroid_artery	FMA:71525	http://purl.obolibrary.org/obo/NCBITaxon_9606	set of tracheal branches of inferior thyroid artery	FMA:71525
VCCF:1000611	suprascapular artery	suprascapular artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Suprascapular_artery	FMA:10663	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000612	transverse cervical artery	transverse cervical artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Transverse_cervical_artery	FMA:10664	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000613	deep branch of transverse cervical artery	deep branch of transverse cervical artery (Human)	UBERON:0001637	UBERON:0000974	neck	wikipedia:Transverse_cervical_artery	FMA:79658	http://purl.obolibrary.org/obo/NCBITaxon_9606	dorsal scapular artery	FMA:79658
VCCF:1000614	superficial cervical artery	superficial cervical artery (Human)	UBERON:0001637	UBERON:0000974	neck	https://radiopaedia.org/articles/transverse-cervical-artery	FMA:10665	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000615	vertebral artery	vertebral artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	wikipedia:Vertebral_artery	FMA:3956	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000616	anterior spinal artery	anterior spinal artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	wikipedia:Anterior_spinal_artery	FMA:50531	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000617	sulcal artery	sulcal artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	https://radiopaedia.org/articles/sulcal-artery?lang=us		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000618	basilar artery	basilar artery (Human)	UBERON:0001637	UBERON:0002298	brainstem	wikipedia:Basilar_artery	FMA:50542	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000619	anterior inferior cerebellar artery	anterior inferior cerebellar artery (Human)	UBERON:0001637	UBERON:0002037	cerebellum	wikipedia:Anterior_inferior_cerebellar_artery	FMA:50544	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000620	labyrinthine artery	labyrinthine artery (Human)	UBERON:0001637	UBERON:0002298	brainstem	wikipedia:Labyrinthine_artery	FMA:50548	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000621	anterior vestibular artery	anterior vestibular artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://www.vestib.com/arterial-supply.html	FMA:52239	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000622	common cochlear artery	common cochlear artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://www.vestib.com/arterial-supply.html	FMA:52242	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000623	main cochlear artery	main cochlear artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://www.vestib.com/arterial-supply.html		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000624	posterior vestibular artery	posterior vestibular artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://www.vestib.com/arterial-supply.html		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000625	spiral modiolar artery	spiral modiolar artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://www.dizziness-and-balance.com/anatomy/ear/vascular.html	FMA:52312	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000626	vestibulocochlear artery	vestibulocochlear artery (Human)	UBERON:0001637	UBERON:0001690	ear	https://radiopaedia.org/articles/labyrinthine-artery	FMA:52246	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000627	paramedian artery	paramedian artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Paramedian_arteries	FMA:71492	http://purl.obolibrary.org/obo/NCBITaxon_9606	set of paramedian arteries	FMA:71492
VCCF:1000628	pontine artery	pontine artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Pontine_arteries	FMA:50560	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000629	posterior cerebral artery	posterior cerebral artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Posterior_cerebral_artery	FMA:50583	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000630	calcarine artery	calcarine artery (Human)	UBERON:0001637	UBERON:0000955	brain	https://radiopaedia.org/articles/calcarine-artery	FMA:50655	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000631	lateral posterior choroidal artery	lateral posterior choroidal artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Posterior_cerebral_artery	FMA:50631	http://purl.obolibrary.org/obo/NCBITaxon_9606	posterior lateral choroidal artery	FMA:50631
VCCF:1000632	medial occipital artery	medial occipital artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Posterior_cerebral_artery	FMA:50638	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000633	medial posterior choroidal artery	medial posterior choroidal artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Posterior_cerebral_artery	FMA:50630	http://purl.obolibrary.org/obo/NCBITaxon_9606	posterior medial choroidal artery	FMA:50630
VCCF:1000634	mesencephalic artery	mesencephalic artery (Human)	UBERON:0001637	UBERON:0000955	brain	DOI:10.1016/B978-0-12-803058-5.00078-3	FMA:50570	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000635	thalamogeniculate artery	thalamogeniculate artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Thalamogeniculate_artery	FMA:50629	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000636	thalamoperforating artery	thalamoperforating artery (Human)	UBERON:0001637	UBERON:0000955	brain	wikipedia:Posterior_cerebral_artery	FMA:50624	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000637	superior cerebellar artery	superior cerebellar artery (Human)	UBERON:0001637	UBERON:0002037	cerebellum	wikipedia:Superior_cerebellar_artery	FMA:50573	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000638	posterior inferior cerebellar artery	posterior inferior cerebellar artery (Human)	UBERON:0001637	UBERON:0002037	cerebellum	wikipedia:Posterior_inferior_cerebellar_artery	FMA:50518	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000639	posterior spinal artery	posterior spinal artery (Human)	UBERON:0001637	UBERON:0002240	spinal cord	wikipedia:Posterior_spinal_artery	FMA:50522	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000640	left coronary artery	left coronary artery (Human)	UBERON:0001637	UBERON:0000948	heart	wikipedia:Left_coronary_artery	FMA:50040	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000641	left anterior descending artery	left anterior descending artery (Human)	UBERON:0001637	UBERON:0000948	heart	wikipedia:Left_anterior_descending_artery	FMA:3862	http://purl.obolibrary.org/obo/NCBITaxon_9606	anterior interventricular branch of left coronary artery	FMA:3862
VCCF:1000642	diagonal branch of left anterior descending artery	diagonal branch of left anterior descending artery (Human)	UBERON:0001637	UBERON:0000948	heart	https://radiopaedia.org/articles/diagonal-branches-of-the-left-anterior-descending-artery	FMA:3860	http://purl.obolibrary.org/obo/NCBITaxon_9606	diagonal branch of anterior descending branch of left coronary artery	FMA:3860
VCCF:1000643	diagonal branch of left anterior descending artery 1	diagonal branch of left anterior descending artery 1 (Human)	UBERON:0001637	UBERON:0000948	heart	https://radiopaedia.org/articles/diagonal-branches-of-the-left-anterior-descending-artery	FMA:322901	http://purl.obolibrary.org/obo/NCBITaxon_9606	first diagonal branch of anterior descending branch of left coronary artery	FMA:322901
VCCF:1000644	diagonal branch of left anterior descending artery 2	diagonal branch of left anterior descending artery 2 (Human)	UBERON:0001637	UBERON:0000948	heart	https://radiopaedia.org/articles/diagonal-branches-of-the-left-anterior-descending-artery	FMA:322902	http://purl.obolibrary.org/obo/NCBITaxon_9606	second diagonal branch of anterior descending branch of left coronary artery	FMA:322902
VCCF:1000645	septal perforating artery	septal perforating artery (Human)	UBERON:0001637	UBERON:0000948	heart	DOI:10.1067/mtc.2001.113604		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000646	left circumflex artery	left circumflex artery (Human)	UBERON:0001637	UBERON:0000948	heart	wikipedia:Circumflex_branch_of_left_coronary_artery	FMA:3895	http://purl.obolibrary.org/obo/NCBITaxon_9606	circumflex branch of left coronary artery	FMA:3895
VCCF:1000647	obtuse marginal artery 1	obtuse marginal artery 1 (Human)	UBERON:0001637	UBERON:0000948	heart	https://www.wikidoc.org/index.php/Left_coronary_artery	FMA:322905	http://purl.obolibrary.org/obo/NCBITaxon_9606	first left marginal artery	FMA:322905
VCCF:1000648	obtuse marginal artery 2	obtuse marginal artery 2 (Human)	UBERON:0001637	UBERON:0000948	heart	https://www.wikidoc.org/index.php/Left_coronary_artery	FMA:322906	http://purl.obolibrary.org/obo/NCBITaxon_9606	second left marginal artery	FMA:322906
VCCF:1000649	posterolateral artery	posterolateral artery (Human)	UBERON:0001637	UBERON:0000948	heart	https://radiopaedia.org/articles/circumflex-artery		http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000650	right coronary artery	right coronary artery (Human)	UBERON:0001637	UBERON:0000948	heart	wikipedia:Ascending_aorta	FMA:50039	http://purl.obolibrary.org/obo/NCBITaxon_9606		
VCCF:1000651	atrioventicular nodal artery	atrioventicular nodal artery (Human)	UBERON:0001637	UBERON:0000948	heart	wikipedia:Atrioventricular_nodal_branch	FMA:3851	http://purl.obolibrary.org/obo/NCBITaxon_9606	atrioventricular node branch of right coronary artery	FMA:3851
